pool, doeid, nweight, hdd30yr, cdd30yr, kownrent, stories, stove, stovefuel, oven, ovenfuel, ovenuse, stoven, outgrill, dishwash, cwasher, washload, dryer, dryruse, tvcolor, numlaptop, numtablet, pcprint, moisture, prkgplc1, cooltype, tempniteac, numberac, numcfan, notmoist, highceil, windows, adqinsul, drafty, swim, cellar, region, urban, housetyp, famcat, inccat
32 ,10625 ,16060.518098 ,5235 ,915 ,1 ,-2 ,1 ,2 ,0 ,-2 ,-2 ,0 ,0 ,0 ,1 ,4 ,1 ,4 ,0 ,1 ,4 ,1 ,0 ,-2 ,-2 ,-2 ,-2 ,0 ,0 ,-2 ,41 ,1 ,4 ,0 ,-2 ,1 ,0 ,3 ,3 ,2
8 ,10781 ,25969.713961 ,7098 ,402 ,1 ,10 ,0 ,-2 ,0 ,-2 ,3 ,1 ,1 ,1 ,1 ,2 ,1 ,2 ,1 ,2 ,1 ,0 ,0 ,0 ,1 ,72 ,-2 ,1 ,0 ,0 ,41 ,1 ,4 ,0 ,1 ,1 ,0 ,1 ,3 ,2
8 ,10879 ,21853.993787 ,7198 ,337 ,1 ,10 ,1 ,2 ,1 ,5 ,-2 ,0 ,1 ,1 ,1 ,6 ,1 ,6 ,1 ,2 ,1 ,1 ,0 ,0 ,1 ,76 ,-2 ,1 ,0 ,1 ,41 ,1 ,4 ,0 ,0 ,1 ,0 ,1 ,3 ,2
8 ,11102 ,16620.97078 ,6547 ,572 ,1 ,20 ,0 ,-2 ,0 ,-2 ,1 ,1 ,0 ,1 ,1 ,3 ,1 ,3 ,2 ,1 ,0 ,1 ,1 ,1 ,-2 ,-2 ,-2 ,2 ,0 ,1 ,50 ,2 ,4 ,0 ,1 ,1 ,0 ,1 ,3 ,2
8 ,11215 ,23375.542309 ,6266 ,669 ,1 ,20 ,0 ,-2 ,0 ,-2 ,2 ,1 ,1 ,1 ,1 ,7 ,1 ,7 ,3 ,2 ,3 ,1 ,0 ,0 ,-2 ,-2 ,-2 ,4 ,0 ,0 ,50 ,2 ,4 ,0 ,1 ,1 ,0 ,1 ,3 ,2
35 ,11456 ,25540.950395 ,5013 ,1130 ,1 ,-2 ,0 ,-2 ,0 ,-2 ,2 ,1 ,1 ,1 ,1 ,6 ,1 ,6 ,4 ,1 ,2 ,1 ,0 ,-2 ,1 ,72 ,-2 ,0 ,0 ,-2 ,41 ,2 ,3 ,0 ,-2 ,1 ,0 ,3 ,4 ,2
8 ,11759 ,38191.551557 ,7255 ,369 ,1 ,20 ,1 ,5 ,2 ,5 ,1 ,1 ,1 ,0 ,1 ,1 ,1 ,1 ,2 ,0 ,0 ,0 ,0 ,1 ,2 ,72 ,2 ,0 ,1 ,0 ,41 ,1 ,3 ,0 ,1 ,1 ,0 ,1 ,3 ,2
2 ,12023 ,16802.712404 ,7634 ,333 ,1 ,10 ,0 ,-2 ,0 ,-2 ,2 ,1 ,1 ,1 ,1 ,2 ,1 ,2 ,3 ,1 ,0 ,0 ,0 ,1 ,2 ,72 ,1 ,3 ,0 ,1 ,41 ,1 ,4 ,1 ,1 ,1 ,0 ,1 ,1 ,2
8 ,12277 ,17920.365881 ,5193 ,1001 ,1 ,10 ,0 ,-2 ,0 ,-2 ,2 ,1 ,1 ,0 ,1 ,6 ,1 ,6 ,3 ,1 ,0 ,1 ,0 ,0 ,2 ,74 ,3 ,1 ,1 ,0 ,42 ,3 ,3 ,0 ,1 ,1 ,0 ,1 ,3 ,2
2 ,12433 ,14125.940855 ,7332 ,303 ,1 ,10 ,0 ,-2 ,0 ,-2 ,1 ,1 ,1 ,1 ,1 ,3 ,1 ,3 ,1 ,1 ,1 ,1 ,1 ,0 ,-2 ,-2 ,-2 ,1 ,1 ,1 ,41 ,2 ,4 ,0 ,1 ,1 ,0 ,1 ,1 ,2
8 ,12574 ,26371.530203 ,6541 ,552 ,1 ,10 ,0 ,-2 ,0 ,-2 ,1 ,1 ,1 ,1 ,1 ,2 ,1 ,3 ,2 ,1 ,0 ,1 ,1 ,1 ,1 ,75 ,-2 ,4 ,1 ,1 ,30 ,1 ,4 ,3 ,1 ,1 ,0 ,1 ,3 ,2
11 ,12591 ,12241.542899 ,5127 ,1025 ,1 ,20 ,1 ,5 ,1 ,5 ,7 ,1 ,1 ,1 ,1 ,2 ,1 ,2 ,3 ,2 ,0 ,1 ,0 ,1 ,2 ,70 ,2 ,2 ,1 ,0 ,60 ,1 ,4 ,0 ,1 ,1 ,0 ,1 ,4 ,2
8 ,12881 ,28231.173919 ,7378 ,291 ,1 ,20 ,0 ,-2 ,0 ,-2 ,2 ,1 ,1 ,1 ,1 ,2 ,1 ,2 ,1 ,2 ,0 ,1 ,0 ,0 ,-2 ,-2 ,-2 ,1 ,1 ,0 ,42 ,2 ,3 ,2 ,1 ,1 ,0 ,1 ,3 ,2
20 ,12934 ,35564.527353 ,7183 ,340 ,1 ,-2 ,0 ,-2 ,0 ,-2 ,3 ,1 ,1 ,1 ,1 ,3 ,1 ,2 ,3 ,2 ,0 ,0 ,0 ,-2 ,-2 ,-2 ,-2 ,0 ,1 ,1 ,41 ,1 ,4 ,0 ,-2 ,1 ,0 ,2 ,3 ,2
8 ,13021 ,10008.725064 ,7436 ,436 ,1 ,10 ,0 ,-2 ,0 ,-2 ,1 ,1 ,1 ,1 ,1 ,6 ,1 ,2 ,2 ,1 ,0 ,1 ,0 ,0 ,2 ,74 ,1 ,2 ,0 ,0 ,41 ,1 ,4 ,2 ,1 ,1 ,0 ,1 ,3 ,2
11 ,13466 ,11532.889074 ,5367 ,879 ,1 ,20 ,0 ,-2 ,0 ,-2 ,5 ,1 ,1 ,1 ,1 ,14 ,1 ,2 ,0 ,0 ,0 ,1 ,1 ,0 ,2 ,75 ,3 ,4 ,1 ,1 ,41 ,2 ,3 ,2 ,0 ,1 ,0 ,1 ,4 ,2
11 ,13596 ,29062.004128 ,7698 ,316 ,1 ,20 ,0 ,-2 ,0 ,-2 ,15 ,1 ,1 ,0 ,1 ,5 ,1 ,5 ,3 ,0 ,1 ,1 ,1 ,0 ,-2 ,-2 ,-2 ,0 ,1 ,1 ,41 ,1 ,3 ,0 ,1 ,1 ,0 ,1 ,4 ,2
8 ,13726 ,10743.816959 ,7719 ,300 ,1 ,20 ,0 ,-2 ,0 ,-2 ,7 ,1 ,1 ,1 ,1 ,4 ,1 ,2 ,1 ,2 ,0 ,1 ,1 ,0 ,-2 ,-2 ,-2 ,0 ,0 ,0 ,42 ,2 ,3 ,0 ,1 ,1 ,0 ,1 ,3 ,2
8 ,13782 ,15901.6066 ,7058 ,372 ,1 ,10 ,0 ,-2 ,0 ,-2 ,7 ,1 ,1 ,1 ,1 ,7 ,1 ,7 ,3 ,2 ,1 ,1 ,0 ,1 ,2 ,70 ,2 ,1 ,0 ,0 ,41 ,1 ,4 ,0 ,1 ,1 ,0 ,1 ,3 ,2
8 ,13786 ,26759.916035 ,5048 ,1098 ,1 ,10 ,0 ,-2 ,0 ,-2 ,4 ,1 ,1 ,1 ,1 ,3 ,1 ,3 ,1 ,0 ,0 ,1 ,1 ,1 ,2 ,70 ,1 ,3 ,0 ,1 ,41 ,2 ,4 ,0 ,1 ,1 ,0 ,1 ,3 ,2
8 ,14039 ,18413.761414 ,6789 ,498 ,1 ,20 ,1 ,5 ,0 ,-2 ,14 ,1 ,1 ,1 ,1 ,8 ,1 ,8 ,4 ,2 ,1 ,1 ,1 ,1 ,2 ,78 ,4 ,2 ,1 ,0 ,41 ,1 ,3 ,1 ,1 ,1 ,0 ,1 ,3 ,2
8 ,14269 ,13888.276051 ,5415 ,755 ,1 ,20 ,0 ,-2 ,0 ,-2 ,4 ,1 ,1 ,1 ,1 ,10 ,1 ,5 ,3 ,0 ,0 ,1 ,0 ,1 ,1 ,70 ,-2 ,2 ,0 ,0 ,41 ,2 ,4 ,0 ,0 ,1 ,0 ,1 ,3 ,2
8 ,14371 ,12987.635374 ,5220 ,938 ,1 ,10 ,0 ,-2 ,0 ,-2 ,1 ,1 ,1 ,1 ,1 ,5 ,1 ,5 ,2 ,0 ,0 ,1 ,0 ,1 ,1 ,70 ,-2 ,3 ,1 ,0 ,30 ,1 ,4 ,0 ,1 ,1 ,0 ,1 ,3 ,2
8 ,14398 ,25361.041466 ,6093 ,565 ,1 ,20 ,0 ,-2 ,0 ,-2 ,1 ,1 ,1 ,0 ,1 ,3 ,1 ,3 ,2 ,0 ,0 ,0 ,0 ,1 ,-2 ,-2 ,-2 ,1 ,0 ,0 ,50 ,2 ,3 ,0 ,1 ,1 ,0 ,1 ,3 ,2
8 ,14668 ,25215.432276 ,5946 ,708 ,1 ,20 ,0 ,-2 ,0 ,-2 ,4 ,1 ,1 ,1 ,1 ,1 ,1 ,1 ,2 ,2 ,0 ,1 ,0 ,0 ,2 ,65 ,1 ,2 ,1 ,0 ,42 ,1 ,4 ,0 ,0 ,1 ,0 ,1 ,3 ,2
12 ,14830 ,10770.195041 ,5287 ,901 ,1 ,10 ,0 ,-2 ,0 ,-2 ,3 ,1 ,1 ,0 ,1 ,14 ,1 ,14 ,3 ,1 ,1 ,1 ,0 ,0 ,2 ,70 ,2 ,4 ,1 ,1 ,41 ,2 ,3 ,2 ,0 ,1 ,0 ,1 ,4 ,3
12 ,14947 ,16254.81923 ,6170 ,632 ,1 ,20 ,0 ,-2 ,0 ,-2 ,3 ,1 ,0 ,0 ,1 ,6 ,1 ,6 ,1 ,0 ,0 ,0 ,0 ,0 ,-2 ,-2 ,-2 ,1 ,0 ,1 ,41 ,3 ,3 ,0 ,1 ,1 ,0 ,1 ,4 ,3
12 ,15366 ,38191.551557 ,7318 ,356 ,1 ,20 ,0 ,-2 ,0 ,-2 ,5 ,1 ,1 ,0 ,1 ,5 ,1 ,5 ,2 ,2 ,2 ,1 ,0 ,0 ,2 ,72 ,2 ,1 ,0 ,1 ,50 ,2 ,3 ,0 ,1 ,1 ,0 ,1 ,4 ,3
12 ,11245 ,27993.859599 ,7318 ,356 ,1 ,20 ,0 ,-2 ,0 ,-2 ,7 ,1 ,1 ,1 ,1 ,10 ,1 ,10 ,4 ,0 ,2 ,1 ,1 ,1 ,2 ,70 ,3 ,2 ,1 ,0 ,50 ,1 ,3 ,1 ,1 ,1 ,0 ,1 ,4 ,3
9 ,11605 ,27519.267446 ,7280 ,381 ,1 ,10 ,0 ,-2 ,0 ,-2 ,2 ,1 ,1 ,1 ,1 ,4 ,1 ,4 ,3 ,1 ,1 ,1 ,0 ,1 ,-2 ,-2 ,-2 ,5 ,1 ,1 ,30 ,1 ,3 ,2 ,1 ,1 ,0 ,1 ,3 ,3
9 ,12357 ,15813.556805 ,7336 ,365 ,1 ,20 ,1 ,5 ,0 ,-2 ,2 ,1 ,1 ,1 ,1 ,2 ,1 ,2 ,2 ,2 ,0 ,1 ,0 ,0 ,-2 ,-2 ,-2 ,1 ,0 ,0 ,50 ,1 ,3 ,0 ,1 ,1 ,0 ,1 ,3 ,3
3 ,12562 ,15448.259191 ,6220 ,675 ,1 ,10 ,0 ,-2 ,0 ,-2 ,0 ,1 ,1 ,1 ,1 ,1 ,1 ,1 ,1 ,1 ,0 ,1 ,0 ,0 ,-2 ,-2 ,-2 ,3 ,0 ,0 ,41 ,2 ,4 ,0 ,0 ,1 ,0 ,1 ,1 ,3
12 ,12668 ,20788.74113 ,7578 ,332 ,1 ,20 ,0 ,-2 ,0 ,-2 ,9 ,1 ,1 ,1 ,1 ,15 ,1 ,15 ,4 ,1 ,0 ,3 ,1 ,0 ,2 ,75 ,3 ,2 ,1 ,1 ,50 ,1 ,4 ,0 ,1 ,1 ,0 ,1 ,4 ,3
9 ,13343 ,23923.722523 ,7358 ,348 ,1 ,20 ,0 ,-2 ,0 ,-2 ,1 ,1 ,1 ,1 ,1 ,3 ,1 ,3 ,2 ,1 ,1 ,1 ,0 ,1 ,2 ,78 ,1 ,0 ,1 ,0 ,42 ,1 ,4 ,0 ,1 ,1 ,0 ,1 ,3 ,3
9 ,14756 ,19342.724328 ,7555 ,324 ,1 ,20 ,0 ,-2 ,0 ,-2 ,4 ,1 ,1 ,1 ,1 ,2 ,1 ,2 ,2 ,0 ,0 ,1 ,0 ,0 ,2 ,68 ,2 ,0 ,0 ,0 ,41 ,1 ,3 ,0 ,1 ,1 ,0 ,1 ,3 ,3
9 ,15204 ,14053.215305 ,7052 ,444 ,1 ,20 ,0 ,-2 ,0 ,-2 ,1 ,1 ,1 ,1 ,1 ,3 ,1 ,3 ,4 ,1 ,1 ,1 ,1 ,1 ,2 ,66 ,1 ,1 ,1 ,0 ,41 ,2 ,3 ,2 ,0 ,1 ,0 ,1 ,3 ,3
12 ,15313 ,29546.70826 ,7105 ,400 ,1 ,20 ,1 ,1 ,2 ,1 ,-2 ,0 ,1 ,1 ,1 ,7 ,1 ,7 ,9 ,3 ,2 ,1 ,1 ,1 ,2 ,74 ,3 ,4 ,1 ,1 ,50 ,2 ,2 ,3 ,1 ,1 ,0 ,1 ,4 ,3
3 ,10055 ,18302.653211 ,7562 ,336 ,1 ,20 ,0 ,-2 ,0 ,-2 ,0 ,1 ,1 ,1 ,1 ,1 ,1 ,1 ,1 ,0 ,0 ,1 ,0 ,1 ,-2 ,-2 ,-2 ,0 ,1 ,0 ,42 ,1 ,3 ,0 ,1 ,1 ,0 ,1 ,1 ,3
9 ,10232 ,21287.788894 ,5337 ,887 ,1 ,10 ,0 ,-2 ,0 ,-2 ,7 ,1 ,1 ,1 ,1 ,8 ,1 ,8 ,1 ,1 ,2 ,1 ,1 ,1 ,2 ,72 ,3 ,2 ,1 ,0 ,30 ,1 ,3 ,1 ,1 ,1 ,0 ,1 ,3 ,3
12 ,10410 ,12935.027429 ,6576 ,632 ,1 ,20 ,0 ,-2 ,0 ,-2 ,1 ,1 ,1 ,1 ,1 ,4 ,1 ,4 ,2 ,1 ,0 ,1 ,1 ,0 ,-2 ,-2 ,-2 ,4 ,1 ,0 ,41 ,1 ,4 ,0 ,1 ,1 ,0 ,1 ,4 ,3
9 ,10426 ,12573.782459 ,7327 ,470 ,1 ,20 ,0 ,-2 ,0 ,-2 ,3 ,1 ,1 ,0 ,1 ,2 ,0 ,-2 ,0 ,2 ,1 ,0 ,0 ,0 ,-2 ,-2 ,-2 ,1 ,1 ,1 ,60 ,2 ,3 ,0 ,1 ,1 ,0 ,1 ,3 ,3
12 ,11158 ,18266.020732 ,7303 ,374 ,1 ,10 ,0 ,-2 ,0 ,-2 ,3 ,1 ,1 ,1 ,1 ,3 ,1 ,3 ,1 ,2 ,1 ,1 ,0 ,1 ,2 ,72 ,1 ,0 ,1 ,0 ,41 ,1 ,4 ,0 ,1 ,1 ,0 ,1 ,4 ,3
9 ,11343 ,20253.834176 ,7083 ,405 ,1 ,10 ,0 ,-2 ,0 ,-2 ,1 ,1 ,1 ,1 ,1 ,3 ,1 ,3 ,3 ,1 ,1 ,1 ,0 ,1 ,1 ,65 ,-2 ,4 ,1 ,1 ,41 ,2 ,3 ,0 ,1 ,1 ,0 ,1 ,3 ,3
12 ,11440 ,13930.857934 ,6067 ,655 ,1 ,10 ,0 ,-2 ,0 ,-2 ,7 ,1 ,1 ,1 ,1 ,10 ,1 ,10 ,3 ,2 ,2 ,1 ,0 ,0 ,1 ,77 ,-2 ,1 ,1 ,1 ,42 ,1 ,4 ,3 ,1 ,1 ,0 ,1 ,4 ,3
12 ,11752 ,24477.185505 ,7115 ,468 ,1 ,20 ,0 ,-2 ,0 ,-2 ,10 ,1 ,1 ,0 ,1 ,10 ,1 ,10 ,6 ,0 ,3 ,1 ,1 ,0 ,2 ,70 ,2 ,3 ,0 ,1 ,42 ,3 ,2 ,0 ,1 ,1 ,0 ,1 ,4 ,3
9 ,12284 ,10533.593197 ,6998 ,459 ,1 ,20 ,0 ,-2 ,0 ,-2 ,1 ,1 ,1 ,1 ,1 ,2 ,1 ,1 ,1 ,2 ,1 ,1 ,0 ,0 ,2 ,68 ,2 ,0 ,0 ,0 ,42 ,1 ,4 ,0 ,1 ,1 ,0 ,1 ,3 ,3
9 ,12490 ,14659.059078 ,5164 ,990 ,1 ,20 ,1 ,5 ,1 ,5 ,-2 ,0 ,0 ,1 ,1 ,3 ,1 ,3 ,2 ,0 ,1 ,2 ,1 ,1 ,1 ,77 ,-2 ,6 ,1 ,1 ,60 ,2 ,3 ,2 ,1 ,1 ,0 ,1 ,3 ,3
9 ,12613 ,15651.094809 ,7425 ,340 ,1 ,20 ,0 ,-2 ,0 ,-2 ,0 ,1 ,0 ,1 ,1 ,3 ,1 ,3 ,4 ,2 ,0 ,4 ,0 ,0 ,2 ,70 ,2 ,0 ,0 ,0 ,42 ,2 ,3 ,0 ,1 ,1 ,0 ,1 ,3 ,3
9 ,12718 ,23365.31531 ,6427 ,577 ,1 ,20 ,1 ,5 ,1 ,5 ,-2 ,0 ,1 ,1 ,1 ,6 ,1 ,6 ,2 ,3 ,0 ,1 ,0 ,1 ,1 ,75 ,-2 ,4 ,1 ,1 ,50 ,2 ,3 ,0 ,1 ,1 ,0 ,1 ,3 ,3
9 ,13488 ,22393.259944 ,5770 ,724 ,1 ,20 ,0 ,-2 ,0 ,-2 ,4 ,1 ,1 ,1 ,1 ,6 ,1 ,6 ,2 ,1 ,0 ,1 ,0 ,1 ,3 ,74 ,1 ,3 ,1 ,1 ,50 ,2 ,4 ,0 ,1 ,1 ,0 ,1 ,3 ,3
12 ,14899 ,20188.34664 ,7534 ,311 ,1 ,10 ,0 ,-2 ,0 ,-2 ,2 ,1 ,1 ,1 ,1 ,7 ,1 ,7 ,4 ,0 ,1 ,1 ,0 ,1 ,2 ,75 ,1 ,0 ,1 ,1 ,50 ,3 ,3 ,1 ,1 ,1 ,0 ,1 ,4 ,3
9 ,15340 ,10989.973446 ,5306 ,857 ,1 ,10 ,0 ,-2 ,0 ,-2 ,2 ,1 ,1 ,1 ,1 ,6 ,1 ,6 ,4 ,2 ,1 ,1 ,0 ,1 ,1 ,72 ,-2 ,2 ,1 ,1 ,50 ,1 ,4 ,2 ,1 ,1 ,0 ,1 ,3 ,3
9 ,15342 ,40700.449942 ,7129 ,354 ,1 ,10 ,0 ,-2 ,0 ,-2 ,1 ,1 ,1 ,1 ,1 ,7 ,1 ,7 ,2 ,1 ,0 ,1 ,1 ,1 ,1 ,65 ,-2 ,1 ,1 ,1 ,60 ,2 ,3 ,0 ,0 ,1 ,0 ,1 ,3 ,3
12 ,11169 ,16226.2549 ,6176 ,557 ,1 ,20 ,0 ,-2 ,0 ,-2 ,5 ,1 ,1 ,1 ,1 ,6 ,1 ,6 ,2 ,1 ,1 ,1 ,0 ,0 ,2 ,70 ,2 ,2 ,0 ,0 ,41 ,2 ,3 ,0 ,1 ,1 ,0 ,1 ,4 ,3
9 ,11267 ,12109.676032 ,5151 ,1002 ,1 ,20 ,0 ,-2 ,0 ,-2 ,7 ,1 ,1 ,1 ,1 ,7 ,1 ,7 ,2 ,1 ,0 ,1 ,1 ,0 ,1 ,74 ,-2 ,4 ,0 ,0 ,50 ,3 ,1 ,0 ,1 ,1 ,0 ,1 ,3 ,3
9 ,11441 ,12324.882125 ,6598 ,553 ,1 ,20 ,0 ,-2 ,0 ,-2 ,4 ,1 ,1 ,1 ,1 ,2 ,1 ,1 ,0 ,1 ,2 ,3 ,0 ,0 ,-2 ,-2 ,-2 ,0 ,1 ,0 ,50 ,1 ,4 ,0 ,1 ,1 ,0 ,1 ,3 ,3
9 ,11530 ,13454.215728 ,6618 ,545 ,1 ,20 ,0 ,-2 ,0 ,-2 ,7 ,1 ,1 ,0 ,1 ,4 ,1 ,4 ,3 ,1 ,2 ,2 ,1 ,0 ,2 ,70 ,4 ,0 ,0 ,1 ,50 ,2 ,4 ,0 ,1 ,1 ,0 ,1 ,3 ,3
12 ,13722 ,22061.21642 ,7225 ,330 ,1 ,10 ,1 ,5 ,1 ,5 ,-2 ,0 ,1 ,1 ,1 ,10 ,1 ,10 ,2 ,2 ,2 ,1 ,0 ,1 ,2 ,70 ,2 ,0 ,1 ,0 ,42 ,2 ,3 ,0 ,1 ,1 ,0 ,1 ,4 ,3
12 ,13867 ,18810.350362 ,6287 ,512 ,1 ,20 ,0 ,-2 ,0 ,-2 ,7 ,1 ,1 ,1 ,1 ,6 ,1 ,6 ,2 ,2 ,2 ,2 ,0 ,1 ,1 ,65 ,-2 ,3 ,0 ,1 ,41 ,1 ,3 ,0 ,1 ,1 ,0 ,1 ,4 ,3
9 ,13885 ,18792.235013 ,6181 ,555 ,1 ,20 ,0 ,-2 ,0 ,-2 ,3 ,1 ,1 ,1 ,1 ,5 ,1 ,5 ,2 ,1 ,1 ,1 ,0 ,1 ,2 ,70 ,2 ,1 ,1 ,0 ,50 ,2 ,4 ,0 ,1 ,1 ,0 ,1 ,3 ,3
9 ,13944 ,12839.476497 ,6182 ,664 ,1 ,10 ,0 ,-2 ,0 ,-2 ,5 ,1 ,1 ,1 ,1 ,7 ,1 ,9 ,3 ,2 ,0 ,1 ,0 ,1 ,2 ,65 ,3 ,2 ,0 ,1 ,41 ,1 ,3 ,0 ,1 ,1 ,0 ,1 ,3 ,3
9 ,14443 ,10343.304263 ,7219 ,398 ,1 ,20 ,0 ,-2 ,0 ,-2 ,6 ,1 ,0 ,1 ,1 ,1 ,1 ,1 ,1 ,0 ,2 ,0 ,0 ,1 ,1 ,72 ,-2 ,0 ,0 ,1 ,42 ,1 ,4 ,0 ,1 ,1 ,0 ,1 ,3 ,3
9 ,14634 ,16070.185887 ,6749 ,495 ,1 ,10 ,0 ,-2 ,0 ,-2 ,0 ,1 ,1 ,0 ,0 ,-2 ,0 ,-2 ,1 ,1 ,0 ,0 ,0 ,0 ,2 ,70 ,1 ,0 ,0 ,0 ,42 ,2 ,4 ,0 ,1 ,1 ,0 ,1 ,3 ,3
12 ,14917 ,26317.882689 ,6924 ,406 ,1 ,20 ,0 ,-2 ,0 ,-2 ,4 ,1 ,1 ,1 ,1 ,4 ,1 ,4 ,2 ,2 ,2 ,1 ,1 ,1 ,2 ,68 ,1 ,0 ,1 ,1 ,60 ,1 ,4 ,0 ,1 ,1 ,0 ,1 ,4 ,3
9 ,10687 ,15258.495238 ,7103 ,361 ,1 ,20 ,0 ,-2 ,0 ,-2 ,1 ,1 ,1 ,1 ,1 ,2 ,1 ,2 ,4 ,2 ,5 ,2 ,1 ,1 ,2 ,74 ,3 ,1 ,1 ,1 ,42 ,2 ,3 ,0 ,1 ,1 ,0 ,1 ,3 ,3
9 ,10978 ,17117.443941 ,7127 ,424 ,1 ,20 ,0 ,-2 ,0 ,-2 ,1 ,1 ,1 ,1 ,1 ,5 ,1 ,5 ,2 ,2 ,1 ,2 ,0 ,1 ,1 ,74 ,-2 ,0 ,1 ,0 ,50 ,1 ,4 ,0 ,1 ,1 ,0 ,1 ,3 ,3
9 ,11696 ,32754.499229 ,6157 ,565 ,1 ,20 ,0 ,-2 ,0 ,-2 ,3 ,1 ,1 ,1 ,1 ,9 ,1 ,9 ,5 ,2 ,3 ,1 ,0 ,1 ,2 ,70 ,5 ,0 ,1 ,1 ,41 ,2 ,4 ,2 ,1 ,1 ,0 ,1 ,3 ,3
9 ,12049 ,41467.297094 ,7127 ,355 ,1 ,31 ,0 ,-2 ,1 ,5 ,6 ,2 ,1 ,1 ,1 ,6 ,1 ,6 ,3 ,2 ,2 ,2 ,1 ,1 ,-2 ,-2 ,-2 ,3 ,1 ,1 ,50 ,1 ,4 ,1 ,1 ,1 ,0 ,1 ,3 ,3
12 ,12244 ,19478.377855 ,6634 ,531 ,1 ,10 ,1 ,2 ,0 ,-2 ,3 ,1 ,1 ,1 ,1 ,4 ,1 ,4 ,4 ,2 ,4 ,1 ,0 ,1 ,2 ,70 ,1 ,4 ,0 ,0 ,41 ,2 ,3 ,3 ,0 ,1 ,0 ,1 ,4 ,3
9 ,12899 ,13741.646906 ,5385 ,874 ,1 ,20 ,0 ,-2 ,0 ,-2 ,2 ,1 ,1 ,1 ,1 ,4 ,1 ,4 ,4 ,2 ,2 ,1 ,1 ,0 ,1 ,70 ,-2 ,2 ,1 ,1 ,60 ,2 ,4 ,1 ,1 ,1 ,0 ,1 ,3 ,3
9 ,13517 ,28594.458268 ,6706 ,515 ,1 ,20 ,0 ,-2 ,0 ,-2 ,2 ,1 ,1 ,1 ,1 ,4 ,1 ,5 ,1 ,1 ,1 ,1 ,1 ,0 ,2 ,68 ,3 ,0 ,0 ,0 ,50 ,3 ,3 ,0 ,1 ,1 ,0 ,1 ,3 ,3
9 ,13532 ,18096.419502 ,7525 ,361 ,1 ,20 ,0 ,-2 ,0 ,-2 ,3 ,1 ,1 ,1 ,1 ,14 ,1 ,12 ,2 ,2 ,3 ,3 ,1 ,1 ,1 ,68 ,-2 ,4 ,1 ,0 ,41 ,1 ,4 ,0 ,0 ,1 ,0 ,1 ,3 ,3
12 ,14513 ,32754.499229 ,6245 ,529 ,1 ,20 ,0 ,-2 ,0 ,-2 ,3 ,1 ,1 ,1 ,1 ,7 ,1 ,7 ,5 ,3 ,1 ,2 ,1 ,0 ,2 ,64 ,4 ,2 ,1 ,0 ,41 ,2 ,3 ,3 ,1 ,1 ,0 ,1 ,4 ,3
12 ,14707 ,20625.908353 ,5498 ,770 ,1 ,20 ,0 ,-2 ,0 ,-2 ,5 ,1 ,1 ,1 ,1 ,5 ,1 ,5 ,4 ,3 ,2 ,2 ,1 ,0 ,3 ,70 ,1 ,3 ,1 ,0 ,50 ,2 ,3 ,2 ,1 ,1 ,0 ,1 ,4 ,3
12 ,14768 ,41467.297094 ,7249 ,324 ,1 ,31 ,0 ,-2 ,0 ,-2 ,4 ,1 ,1 ,1 ,1 ,5 ,1 ,5 ,2 ,2 ,2 ,1 ,1 ,1 ,2 ,68 ,3 ,0 ,0 ,1 ,60 ,1 ,4 ,2 ,1 ,1 ,0 ,1 ,4 ,3
9 ,15433 ,15089.328922 ,6350 ,659 ,1 ,20 ,0 ,-2 ,0 ,-2 ,5 ,1 ,1 ,1 ,1 ,10 ,1 ,10 ,4 ,2 ,2 ,2 ,0 ,0 ,2 ,75 ,2 ,4 ,0 ,0 ,50 ,3 ,3 ,3 ,1 ,1 ,0 ,1 ,3 ,3
12 ,15666 ,19474.425914 ,5694 ,739 ,1 ,20 ,1 ,1 ,2 ,1 ,20 ,1 ,1 ,1 ,1 ,5 ,1 ,5 ,5 ,0 ,3 ,1 ,1 ,1 ,1 ,68 ,-2 ,0 ,1 ,0 ,30 ,3 ,3 ,0 ,1 ,1 ,0 ,1 ,4 ,3
49 ,10006 ,26058.894307 ,7224 ,396 ,2 ,-2 ,0 ,-2 ,0 ,-2 ,6 ,1 ,0 ,0 ,0 ,-2 ,0 ,-2 ,1 ,1 ,0 ,0 ,0 ,-2 ,2 ,55 ,1 ,0 ,0 ,0 ,20 ,1 ,4 ,0 ,-2 ,1 ,1 ,2 ,1 ,1
49 ,10033 ,27889.563993 ,5541 ,759 ,2 ,-2 ,0 ,-2 ,0 ,-2 ,2 ,1 ,0 ,1 ,0 ,-2 ,0 ,-2 ,4 ,1 ,0 ,1 ,0 ,-2 ,-2 ,-2 ,-2 ,0 ,0 ,0 ,20 ,4 ,1 ,0 ,-2 ,1 ,1 ,2 ,1 ,1
58 ,10144 ,22116.517167 ,5393 ,872 ,2 ,-2 ,0 ,-2 ,0 ,-2 ,1 ,1 ,1 ,0 ,0 ,-2 ,0 ,-2 ,3 ,0 ,0 ,0 ,0 ,-2 ,2 ,70 ,2 ,0 ,0 ,1 ,50 ,1 ,3 ,0 ,-2 ,1 ,1 ,2 ,4 ,1
