"pool","doeid","nweight","hdd30yr","cdd30yr","kownrent","condcoop","naptflrs","stories","stoven","stovenfuel","stove","stovefuel","oven","ovenfuel","ovenuse","outgrill","dishwash","cwasher","washload","dryer","dryruse","tvcolor","computer","numpc","pcprint","moisture","prkgplc1","prkgplc2","cooltype","tempniteac","numberac","numcfan","notmoist","highceil","windows","adqinsul","drafty","swim"
264,3779,10344898,4181,1334,1,-2,-2,20,1,1,0,-2,0,-2,4,1,1,1,3,1,1,5,1,2,1,0,1,-2,1,70,-2,4,0,0,41,2,3,0
264,3806,5870434,3593,7,1,-2,-2,20,1,1,0,-2,0,-2,3,0,1,1,2,1,1,6,1,3,3,0,1,-2,-2,-2,-2,0,0,0,42,3,1,0
264,3812,7537760,2347,1438,1,-2,-2,10,1,1,0,-2,0,-2,5,1,1,1,3,1,2,2,1,1,1,0,0,0,1,76,-2,3,0,0,41,2,4,0
264,3925,10550897,2021,3333,1,-2,-2,10,1,1,0,-2,0,-2,5,1,1,1,3,1,1,3,1,2,1,0,1,-2,1,77,-2,7,0,1,30,1,4,1
264,3982,6193324,2340,1803,1,-2,-2,10,1,1,0,-2,0,-2,4,1,1,1,3,1,2,3,1,4,1,0,1,-2,1,78,-2,4,0,0,41,2,3,1
264,4032,6050399,5854,636,1,-2,-2,40,0,-2,1,5,2,5,3,1,1,1,2,1,2,5,1,3,2,0,1,-2,1,78,-2,4,0,1,50,2,3,0
264,4141,6821065,1560,559,1,-2,-2,20,0,-2,1,1,1,1,6,1,1,1,3,1,1,3,1,2,1,1,1,-2,1,-2,-2,0,0,1,60,3,3,3
264,4155,7503024,2670,577,1,-2,-2,10,1,5,0,-2,0,-2,3,0,0,1,2,1,1,2,1,2,2,0,1,-2,-2,-2,-2,1,0,0,20,2,3,0
264,4196,6596347,2630,864,1,-2,-2,20,0,-2,1,1,1,5,1,1,1,1,3,1,1,4,1,3,1,0,0,1,1,-2,-2,4,0,1,60,2,3,0
264,4223,5910576,2612,439,2,-2,-2,20,1,5,0,-2,0,-2,4,1,1,1,3,1,1,2,1,2,1,0,0,0,2,-2,1,0,0,0,50,1,4,0
264,4228,7169308,1338,742,1,-2,-2,20,0,-2,1,1,1,5,4,1,1,1,4,1,1,4,1,5,2,0,0,1,1,78,-2,0,1,1,50,1,3,3
264,4239,6596346,2362,402,1,-2,-2,20,1,1,0,-2,0,-2,6,0,1,1,2,1,1,2,1,3,1,0,1,-2,-2,-2,-2,2,0,1,41,1,2,0
264,4314,9539456,1375,3348,1,-2,-2,10,0,-2,1,5,1,5,4,1,1,1,3,1,1,6,1,2,1,0,1,-2,1,78,-2,10,0,1,60,1,4,2
264,4340,8244446,1626,395,2,-2,-2,10,1,1,0,-2,0,-2,3,1,1,1,3,1,1,3,1,3,1,0,0,0,-2,-2,-2,3,0,0,41,3,1,0
264,4347,7264470,1677,476,1,-2,-2,40,1,1,0,-2,0,-2,4,1,1,1,4,1,1,5,1,2,2,0,1,-2,-2,-2,-2,5,1,0,41,1,4,0
264,4384,7305365,1439,1964,1,-2,-2,10,0,-2,1,1,2,1,6,1,1,1,5,1,1,4,1,8,2,0,1,-2,1,74,-2,3,0,1,42,1,4,3
264,4521,4559170,5428,870,2,-2,-2,20,1,5,0,-2,0,-2,5,1,1,1,5,1,1,6,1,3,2,0,1,-2,1,72,-2,4,0,0,41,3,1,0
264,4528,9539456,1190,3970,1,-2,-2,20,0,-2,1,5,1,5,3,1,1,1,3,1,1,3,1,3,2,1,1,-2,1,74,-2,5,0,1,42,2,4,2
264,4585,7093983,1445,1759,1,-2,-2,20,1,1,0,-2,0,-2,3,1,1,1,4,1,1,3,1,2,1,0,1,-2,1,-2,-2,4,0,1,50,1,4,0
264,4648,6466421,1242,1101,1,-2,-2,20,0,-2,1,1,2,5,3,1,1,1,4,1,2,4,1,3,1,0,1,-2,1,-2,-2,6,0,0,60,2,3,0
264,4668,7542019,2287,934,1,-2,-2,10,1,1,0,-2,0,-2,3,1,0,1,4,1,1,3,1,3,3,0,1,-2,-2,-2,-2,0,0,1,50,3,2,0
264,4725,7562499,915,1599,1,-2,-2,20,1,1,0,-2,0,-2,4,1,1,1,3,1,1,5,1,4,2,0,1,-2,1,-2,-2,3,0,1,41,1,4,0
264,4735,7305677,2828,1360,1,-2,-2,10,1,1,0,-2,0,-2,5,1,1,1,3,1,2,3,1,3,1,0,1,-2,1,-2,-2,4,0,1,20,2,4,0
264,4746,7169306,1462,613,1,-2,-2,10,1,1,0,-2,0,-2,5,1,1,1,4,1,1,2,1,2,1,0,1,-2,-2,-2,-2,5,0,0,42,3,4,0
264,4802,4559171,5629,570,2,-2,-2,31,0,-2,1,5,1,5,4,1,1,1,2,1,1,1,1,2,1,1,1,-2,-2,-2,-2,0,0,0,60,2,3,0
264,4808,11330023,5976,960,2,-2,-2,40,1,5,0,-2,0,-2,3,1,1,1,3,1,2,2,1,1,1,0,1,-2,1,70,-2,4,0,1,30,1,4,0
264,4814,7169307,3600,1006,1,-2,-2,10,1,1,0,-2,0,-2,4,1,0,1,5,1,1,5,1,2,1,0,1,-2,1,68,-2,0,0,0,50,2,3,0
264,4905,7313355,2515,303,1,-2,-2,20,0,-2,1,5,1,5,1,0,1,1,4,1,1,5,1,10,2,0,0,1,2,-2,3,4,0,1,50,3,1,1
264,4923,9401189,4554,215,1,-2,-2,20,1,5,0,-2,0,-2,3,1,1,1,3,1,1,3,1,2,1,1,1,-2,-2,-2,-2,0,0,1,42,1,4,0
264,5138,6948174,2949,92,2,-2,-2,20,0,-2,1,1,2,5,1,0,1,1,2,1,2,1,1,2,1,0,1,-2,-2,-2,-2,0,0,1,60,2,3,1
264,5143,7503024,2281,620,1,-2,-2,10,0,-2,1,5,1,5,6,1,0,1,4,1,1,5,1,2,1,0,1,-2,-2,-2,-2,1,0,0,30,3,1,0
264,5208,9516479,2048,3290,1,-2,-2,40,1,5,0,-2,0,-2,5,1,0,1,3,1,1,5,1,4,1,0,1,-2,1,81,-2,2,0,0,30,2,3,0
264,5227,8754917,1988,216,1,-2,-2,20,1,1,0,-2,0,-2,2,1,1,1,3,1,1,2,1,4,0,0,1,-2,-2,-2,-2,0,0,1,42,2,3,0
264,5251,7136884,9961,38,1,-2,-2,20,1,5,0,-2,0,-2,2,1,1,1,5,1,1,1,1,1,1,1,1,-2,-2,-2,-2,0,1,1,41,2,4,0
264,5276,476100,4570,180,1,-2,-2,20,2,5,0,-2,0,-2,3,1,1,1,3,1,1,4,1,3,1,0,1,-2,-2,-2,-2,1,0,0,42,2,4,0
264,5380,11330023,7015,358,1,-2,-2,10,1,1,0,-2,0,-2,4,1,0,1,2,1,1,5,1,2,1,0,0,1,-2,-2,-2,1,0,0,30,1,2,0
264,5476,4610738,5781,655,2,-2,-2,20,1,5,0,-2,0,-2,3,0,1,1,5,1,1,4,1,4,1,1,0,1,2,-2,1,0,0,1,20,2,1,0
264,5502,14187966,1612,2020,1,-2,-2,10,1,1,0,-2,0,-2,4,1,1,1,3,1,1,2,1,5,1,0,1,-2,1,-2,-2,5,0,1,30,1,4,3
264,5508,3632235,1553,827,1,-2,-2,20,1,1,0,-2,0,-2,4,1,1,1,3,1,2,2,1,3,3,0,1,-2,-2,-2,-2,1,0,1,50,2,4,1
264,5591,8326848,2771,1973,1,-2,-2,10,0,-2,1,1,2,5,2,1,1,1,4,1,1,5,1,3,1,0,1,-2,1,74,-2,6,0,0,30,1,4,2
264,5592,5600990,6303,535,1,-2,-2,20,0,-2,1,5,2,5,3,1,1,1,3,1,1,5,1,5,1,1,1,-2,1,78,-2,5,0,1,50,1,4,0
264,5609,6193324,2383,1771,1,-2,-2,10,1,1,0,-2,0,-2,4,1,1,1,3,1,1,3,1,1,1,0,1,-2,1,75,-2,4,0,0,30,2,4,0
264,5622,7169308,880,1701,1,-2,-2,10,1,1,0,-2,0,-2,0,1,0,1,3,1,1,4,1,2,1,0,0,1,-2,-2,-2,1,0,0,41,1,4,0
264,5655,6589421,2424,1557,1,-2,-2,20,1,5,0,-2,0,-2,3,1,0,1,3,1,1,2,1,2,1,0,1,-2,1,-2,-2,4,0,1,41,2,4,2
264,5667,11330023,5666,1073,1,-2,-2,20,1,5,0,-2,0,-2,4,1,1,1,4,1,1,4,1,2,1,0,1,-2,1,75,-2,0,0,1,41,3,2,0
264,5676,6276513,4704,250,2,-2,-2,20,1,5,0,-2,0,-2,3,1,1,1,3,1,1,3,1,1,1,0,1,-2,2,-2,1,0,0,0,20,2,3,0
264,5694,7503024,2649,588,1,-2,-2,10,0,-2,1,1,2,5,3,1,1,1,5,1,1,3,1,3,1,0,1,-2,1,72,-2,0,0,0,41,2,3,0
264,5696,7562499,1655,927,1,-2,-2,20,1,5,0,-2,0,-2,4,1,1,1,4,1,2,6,1,3,2,0,1,-2,1,-2,-2,5,0,1,50,1,4,0
264,5709,7562498,1532,587,1,-2,-2,20,0,-2,1,1,1,5,3,1,1,1,3,1,1,4,1,2,2,0,1,-2,1,-2,-2,5,0,1,50,1,4,1
264,5729,8236299,4840,230,2,-2,-2,10,1,5,0,-2,0,-2,2,0,1,1,2,1,1,2,1,2,1,1,1,-2,1,70,-2,1,0,1,50,1,3,0
264,5751,7562500,1502,617,1,-2,-2,20,0,-2,1,1,2,5,4,1,1,1,4,1,2,4,1,5,3,0,1,-2,1,-2,-2,0,0,1,60,2,1,1
264,5752,8599172,2675,150,1,-2,-2,31,1,1,0,-2,0,-2,2,0,0,1,3,1,1,4,1,5,3,0,1,-2,-2,-2,-2,0,0,1,50,1,4,0
264,5754,7313356,2553,921,1,-2,-2,10,0,-2,1,5,1,5,4,1,1,1,4,1,1,5,1,5,2,0,1,-2,1,65,-2,1,0,0,30,2,4,0
264,5818,7169308,1437,643,1,-2,-2,20,1,1,0,-2,0,-2,5,1,1,1,3,1,1,4,1,3,1,0,1,-2,-2,-2,-2,0,0,0,30,3,2,0
264,5884,7169306,1246,1443,1,-2,-2,10,1,1,0,-2,0,-2,3,0,1,1,3,1,1,2,1,2,1,1,0,1,1,-2,-2,3,0,0,42,2,3,0
264,5896,10550900,1981,3410,1,-2,-2,10,1,1,0,-2,0,-2,5,1,1,1,3,1,1,5,1,3,2,0,1,-2,1,70,-2,4,0,1,30,1,4,2
264,5969,7264470,1353,1336,2,-2,-2,10,1,1,0,-2,1,1,6,1,0,1,2,1,1,3,1,1,0,0,1,-2,-2,-2,-2,2,0,1,42,4,4,0
264,6001,12789879,4746,123,1,-2,-2,20,1,1,0,-2,0,-2,6,1,1,1,2,1,2,1,1,2,1,0,1,-2,-2,-2,-2,0,0,1,30,2,4,0
264,6062,6256735,2570,997,1,-2,-2,10,1,1,0,-2,0,-2,6,1,0,1,2,1,1,5,1,5,1,0,1,-2,1,-2,-2,5,0,0,41,1,4,0
264,6130,9539456,887,4470,1,-2,-2,10,1,5,1,5,1,5,4,1,1,1,3,1,1,3,1,2,2,0,1,-2,1,78,-2,3,0,1,60,1,4,2
264,6147,6936828,2409,1218,1,-2,-2,10,1,5,0,-2,0,-2,2,1,1,1,2,1,1,4,1,2,1,1,1,-2,1,70,-2,4,0,1,41,2,4,1
264,6205,10423076,4673,184,1,-2,-2,10,2,1,0,-2,0,-2,2,1,1,1,3,1,1,1,1,5,0,0,0,1,2,-2,3,2,0,0,50,2,2,1
264,6264,10423075,4527,194,1,-2,-2,20,1,5,0,-2,0,-2,4,1,1,1,3,1,2,4,1,1,1,0,1,-2,-2,-2,-2,2,0,0,50,1,4,0
264,6304,9539455,1138,4228,1,-2,-2,20,0,-2,1,5,2,5,4,1,1,1,3,1,1,5,1,4,1,0,1,-2,1,78,-2,6,0,1,50,1,4,2
264,6311,7093982,1254,1984,1,-2,-2,40,1,1,0,-2,0,-2,4,1,1,1,3,1,1,6,1,1,1,0,1,-2,1,-2,-2,8,0,1,42,2,4,3
264,6343,6193324,2037,2224,1,-2,-2,10,1,1,0,-2,0,-2,6,0,0,1,3,1,2,4,1,2,1,0,1,-2,1,70,-2,5,0,0,30,3,4,0
264,6438,8236300,5338,685,1,-2,-2,10,1,5,0,-2,0,-2,6,1,0,1,2,1,1,2,1,1,1,0,1,-2,-2,-2,-2,0,0,0,30,1,4,0
264,6457,5463406,1411,1468,1,2,-2,31,0,-2,1,5,1,5,5,1,0,1,2,1,1,2,1,3,1,0,1,-2,1,-2,-2,0,0,1,42,2,4,3
264,6500,7093983,1417,1229,1,-2,-2,20,0,-2,1,1,1,1,3,1,0,1,3,1,1,3,1,2,1,0,1,-2,1,72,-2,3,1,0,50,1,4,0
264,6547,4875639,6628,435,1,-2,-2,20,1,5,0,-2,0,-2,4,1,1,1,4,1,2,3,1,3,1,1,1,-2,1,-2,-2,4,0,1,42,2,3,1
264,6562,7562499,1618,960,1,-2,-2,10,1,1,0,-2,0,-2,6,1,1,1,3,1,1,3,1,5,2,0,1,-2,1,71,-2,1,0,1,30,1,4,0
264,6620,5211539,4491,236,1,-2,-2,20,1,5,0,-2,0,-2,3,1,1,1,4,1,1,4,1,3,1,0,1,-2,2,-2,1,1,0,0,41,2,3,0
264,6627,4875640,6589,443,1,-2,-2,10,1,5,0,-2,0,-2,4,1,1,1,4,1,1,2,1,4,1,0,1,-2,1,78,-2,1,0,0,41,2,3,0
264,6662,8244446,1612,409,2,-2,-2,10,1,1,0,-2,0,-2,5,1,1,1,2,1,1,3,1,4,2,0,0,1,-2,-2,-2,4,0,1,41,1,4,0
264,6681,4559171,5506,596,1,-2,-2,20,0,-2,1,1,1,5,3,1,1,1,3,1,1,2,1,2,2,0,1,-2,-2,-2,-2,2,0,1,60,1,3,0
264,6706,6466421,1201,1142,1,-2,-2,10,1,1,0,-2,0,-2,0,0,0,1,3,1,1,2,0,0,-2,0,0,1,1,-2,-2,4,0,0,41,1,4,0
264,6793,7264469,1511,845,1,-2,-2,20,1,1,0,-2,0,-2,4,1,1,1,2,1,1,6,1,3,1,0,1,-2,1,-2,-2,5,0,1,42,1,4,3
264,6825,7537760,2739,1299,1,-2,-2,20,1,1,0,-2,0,-2,4,1,1,1,3,1,1,3,1,1,1,0,1,-2,1,78,-2,4,0,1,41,1,4,1
264,6835,6466422,1397,575,1,-2,-2,10,0,-2,1,1,1,1,4,1,1,1,4,1,1,2,1,2,3,0,0,1,-2,-2,-2,0,0,0,10,3,4,0
264,6841,7264469,1687,456,1,-2,-2,20,1,1,0,-2,0,-2,4,1,1,1,4,1,1,1,1,2,2,0,1,-2,-2,-2,-2,1,0,1,41,3,3,0
264,6857,7401826,3223,39,1,-2,-2,20,0,-2,1,1,1,5,4,1,1,1,3,1,1,2,1,3,1,0,1,-2,2,-2,1,1,0,1,42,3,1,0
264,6870,8788481,5821,524,1,-2,-2,10,1,5,0,-2,0,-2,4,1,1,1,4,1,3,2,1,4,1,0,1,-2,-2,-2,-2,0,0,0,30,2,4,0
264,6973,6858533,2399,1971,2,-2,-2,10,0,-2,1,1,2,5,3,1,1,1,3,1,1,5,1,2,1,0,1,-2,3,-2,1,2,0,0,30,2,2,0
264,6983,9539456,1188,3976,1,-2,-2,20,0,-2,1,5,1,5,3,1,1,1,5,1,2,4,1,6,4,1,1,-2,1,74,-2,7,0,1,60,2,4,3
264,6985,7313355,2874,137,1,-2,-2,20,1,1,0,-2,0,-2,3,1,1,1,3,1,1,2,1,3,2,0,1,-2,-2,-2,-2,1,0,1,50,3,3,0
264,7012,11654999,4795,139,1,-2,-2,10,0,-2,1,1,2,5,4,1,1,1,3,1,1,3,1,3,2,0,1,-2,1,-2,-2,0,0,0,42,2,4,1
264,7235,6282724,2668,400,2,-2,-2,20,1,1,0,-2,0,-2,4,0,0,1,4,1,1,3,1,1,0,0,0,0,-2,-2,-2,0,0,0,30,2,3,0
264,7239,6552253,1239,1464,2,-2,-2,10,1,1,0,-2,0,-2,2,1,1,1,4,1,2,1,1,2,1,1,1,-2,1,72,-2,2,0,0,41,3,3,0
264,7354,9539454,1305,3823,2,-2,-2,10,1,5,0,-2,0,-2,2,1,1,1,2,1,1,5,1,2,1,0,1,-2,1,81,-2,9,0,1,0,2,4,2
264,7356,7169308,1566,1247,1,-2,-2,10,1,1,0,-2,0,-2,2,0,1,1,3,1,1,5,1,2,1,0,0,1,1,75,-2,0,0,0,41,1,4,0
264,7365,4559171,5583,583,2,-2,-2,20,0,-2,1,1,1,5,4,1,1,1,3,1,2,3,1,3,2,0,1,-2,-2,-2,-2,3,0,1,50,1,4,0
264,7367,6193324,2423,1741,2,-2,-2,10,1,1,0,-2,0,-2,4,1,1,1,2,1,1,1,1,1,1,0,1,-2,1,75,-2,4,0,0,30,2,4,0
264,7394,4875640,6444,525,1,-2,-2,10,1,5,0,-2,0,-2,2,1,1,1,3,1,1,2,1,3,1,0,1,-2,-2,-2,-2,2,0,1,41,1,4,0
264,7405,7305677,2783,1871,2,-2,-2,10,0,-2,1,5,1,5,4,1,1,1,4,1,1,5,1,3,1,0,1,-2,1,72,-2,4,0,1,41,3,3,3
264,7417,5177541,5587,916,1,-2,-2,20,0,-2,1,1,2,5,3,1,1,1,3,1,1,4,1,2,1,0,1,-2,1,70,-2,0,0,1,42,1,4,0
264,7529,7503024,2276,624,1,-2,-2,10,1,1,0,-2,0,-2,4,1,1,1,1,1,1,2,1,2,1,1,1,-2,2,-2,2,3,0,0,30,3,1,1
264,7537,7951519,0,4079,2,-2,-2,10,1,1,0,-2,0,-2,2,1,0,1,3,0,-2,7,1,2,0,0,1,-2,2,-2,2,4,0,0,41,3,4,0
264,7621,10550901,2022,3439,1,-2,-2,10,1,1,0,-2,0,-2,4,1,1,1,3,1,1,2,1,2,2,1,1,-2,1,78,-2,3,0,1,42,1,4,0
264,7635,5535927,1682,472,1,2,-2,40,1,1,0,-2,0,-2,4,1,1,1,3,1,1,3,1,2,0,1,1,-2,-2,-2,-2,3,0,1,41,3,2,0
264,7645,7169307,1447,1432,1,-2,-2,20,1,1,0,-2,0,-2,5,1,0,1,3,1,2,3,1,2,1,0,1,-2,1,-2,-2,2,1,1,41,2,4,3
264,7687,7136883,10038,27,1,-2,-2,10,1,1,0,-2,0,-2,4,1,1,1,2,1,1,1,1,1,1,0,0,1,-2,-2,-2,1,0,0,30,1,4,1
264,7703,9131566,4492,322,1,-2,-2,10,1,1,0,-2,0,-2,3,1,1,1,3,1,1,3,1,1,1,0,1,-2,1,69,-2,2,0,1,30,1,4,0
264,7732,8599172,2573,462,2,-2,-2,20,0,-2,1,1,1,1,5,0,1,1,2,1,1,2,1,3,1,0,1,-2,-2,-2,-2,0,0,1,30,2,3,0
264,7761,4625841,5477,856,1,-2,-2,20,1,5,0,-2,0,-2,5,1,0,1,4,0,-2,3,1,2,0,0,1,-2,-2,-2,-2,0,0,0,30,1,1,0
264,7791,7942959,4690,166,1,1,-2,20,1,5,0,-2,0,-2,3,0,0,1,2,1,1,3,1,2,1,0,1,-2,-2,-2,-2,0,0,0,30,2,4,0
264,7883,7537761,2654,1157,1,-2,-2,20,1,1,0,-2,0,-2,0,1,0,1,2,1,1,3,1,1,1,0,1,-2,1,68,-2,2,0,0,41,2,3,0
264,7933,7305677,2776,1876,1,-2,-2,10,1,1,0,-2,0,-2,4,1,1,1,4,1,1,2,1,3,1,0,1,-2,1,72,-2,4,0,1,50,2,4,0
264,7947,7169306,1330,1359,1,-2,-2,10,1,1,0,-2,0,-2,3,1,0,1,3,1,1,3,1,3,2,0,0,1,1,-2,-2,1,0,1,41,2,3,0
264,7949,4912403,5545,837,1,-2,-2,20,1,5,0,-2,0,-2,4,1,1,1,4,1,2,5,1,2,1,1,1,-2,1,-2,-2,0,0,1,50,2,3,1
264,7969,5763042,897,1583,1,-2,-2,20,1,1,0,-2,0,-2,3,1,1,1,3,1,1,3,1,2,2,0,1,-2,1,70,-2,0,0,1,20,3,3,0
264,7998,7401826,3285,10,1,-2,-2,20,1,5,0,-2,0,-2,3,1,1,1,3,1,1,2,1,5,1,0,1,-2,-2,-2,-2,0,0,1,60,2,3,0
264,8078,7169307,1323,1366,1,-2,-2,10,2,1,0,-2,0,-2,6,1,1,1,3,1,2,4,1,2,2,0,1,-2,1,-2,-2,2,0,1,50,1,3,0
264,8086,7264469,1530,856,2,-2,-2,10,0,-2,1,1,1,1,6,1,1,1,3,1,1,6,1,5,1,0,1,-2,-2,-2,-2,4,0,0,30,3,1,0
264,8130,7503024,2206,670,1,-2,-2,10,1,5,0,-2,0,-2,6,0,1,1,2,1,3,2,1,3,1,0,1,-2,1,-2,-2,0,0,0,41,2,4,0
264,8211,7264470,1080,1291,1,-2,-2,10,0,-2,1,1,0,-2,-2,1,1,1,2,1,1,2,1,4,1,0,1,-2,1,78,-2,3,0,1,41,4,4,2
264,8292,7059118,4812,59,1,1,-2,20,1,5,0,-2,0,-2,3,1,1,1,4,1,1,3,1,2,1,1,1,-2,-2,-2,-2,0,0,0,41,1,4,0
264,8313,10576372,1289,3893,1,-2,-2,10,0,-2,1,5,1,5,3,1,1,1,3,1,1,5,1,2,1,1,1,-2,1,80,-2,5,0,0,60,2,4,2
264,8329,8393980,2549,1573,1,-2,-2,20,0,-2,1,1,2,5,6,1,1,1,2,1,1,3,1,2,2,0,1,-2,1,68,-2,5,0,1,42,2,3,3
264,8335,7305365,1844,1326,1,-2,-2,20,1,1,0,-2,0,-2,6,0,1,1,2,1,2,3,1,1,1,0,1,-2,1,-2,-2,3,0,1,42,1,4,0
264,8446,7951519,0,4023,1,-2,-2,20,1,5,0,-2,0,-2,3,1,0,1,2,0,-2,2,1,1,0,0,0,1,2,-2,1,5,0,0,30,1,4,0
264,8474,12789880,4860,134,1,-2,-2,10,1,1,0,-2,0,-2,1,1,1,1,3,1,1,2,1,1,1,1,1,-2,-2,-2,-2,1,0,0,50,1,4,0
264,8477,7503024,2657,584,1,-2,-2,20,0,-2,1,1,1,5,4,1,1,1,4,1,1,3,1,3,3,0,1,-2,1,67,-2,0,0,1,42,2,4,3
264,8504,6936829,3001,576,1,-2,-2,10,1,1,0,-2,0,-2,1,1,1,1,3,1,1,5,1,2,1,0,1,-2,-2,-2,-2,3,0,1,41,2,2,0
264,8518,7305365,1882,1295,1,-2,-2,20,1,1,0,-2,0,-2,4,1,1,1,3,1,1,3,1,3,1,0,1,-2,1,-2,-2,5,0,1,42,1,4,3
264,8557,6767420,2614,608,1,-2,-2,10,0,-2,1,5,1,5,3,1,1,1,3,1,1,4,1,1,1,0,1,-2,1,-2,-2,6,0,0,41,2,3,0
264,8661,7537759,2244,1505,1,-2,-2,10,1,1,0,-2,0,-2,6,0,1,1,3,1,1,4,1,5,2,0,1,-2,1,80,-2,2,0,1,41,1,4,0
264,8692,10588360,4095,463,1,-2,-2,10,1,5,0,-2,0,-2,6,1,1,1,2,1,1,3,1,3,2,0,1,-2,1,-2,-2,0,0,1,60,3,2,0
264,8703,6858533,2322,2036,1,-2,-2,20,0,-2,1,1,1,1,4,1,1,1,2,1,1,5,1,1,1,0,1,-2,1,-2,-2,6,0,1,41,2,3,2
264,8726,7169308,876,1706,1,-2,-2,10,1,1,0,-2,0,-2,0,1,1,1,4,1,2,4,1,2,1,0,0,1,2,-2,2,3,0,0,41,4,4,0
264,8744,8236298,4691,254,1,-2,-2,10,1,5,0,-2,0,-2,3,1,1,1,2,1,1,3,1,2,1,1,1,-2,-2,-2,-2,2,0,1,30,2,3,0
264,8758,5128659,5904,547,1,-2,-2,32,0,-2,1,1,2,5,3,1,1,1,3,1,1,2,1,2,1,0,1,-2,1,70,-2,0,0,1,50,2,3,0
264,8880,12671938,1447,3191,1,-2,-2,10,1,5,0,-2,0,-2,3,1,1,1,3,1,1,1,1,6,1,0,1,-2,1,74,-2,3,0,1,30,2,4,0
264,8937,6596347,2546,284,1,-2,-2,10,1,1,0,-2,0,-2,4,1,1,1,4,1,1,4,1,2,1,1,0,1,-2,-2,-2,1,0,0,41,1,4,0
264,9009,9511159,1675,2966,1,-2,-2,10,1,5,0,-2,0,-2,4,1,1,1,2,1,1,2,1,2,1,1,1,-2,1,78,-2,2,0,1,30,2,3,0
264,9069,11655002,5449,93,1,-2,-2,20,1,1,0,-2,0,-2,3,1,1,1,2,1,1,1,1,2,1,1,1,-2,2,-2,2,2,0,1,41,2,4,0
264,9080,11535947,4937,111,1,-2,-2,10,1,5,0,-2,0,-2,3,1,1,1,3,1,1,2,1,1,1,1,0,0,-2,-2,-2,1,0,0,41,1,2,3
264,9086,7264469,1556,832,1,-2,-2,20,0,-2,1,1,1,1,3,1,0,1,3,1,1,2,1,2,1,0,1,-2,-2,-2,-2,4,0,0,41,3,1,0
264,9112,10550900,2293,3176,2,-2,-2,20,1,1,0,-2,0,-2,1,1,1,1,4,1,1,1,1,1,1,0,1,-2,1,70,-2,5,0,0,42,1,4,1
264,9118,7169305,1200,1143,3,-2,-2,10,1,1,0,-2,0,-2,6,0,1,1,3,1,1,4,1,4,2,0,0,1,2,-2,1,1,0,0,50,3,2,0
264,9250,15356890,4728,286,1,-2,-2,20,0,-2,1,1,1,5,4,1,1,1,4,1,1,3,1,2,2,0,1,-2,1,-2,-2,3,0,1,50,1,3,0
264,9251,5128660,5395,879,1,-2,-2,20,1,5,0,-2,0,-2,4,1,1,1,3,1,2,4,1,2,1,0,1,-2,2,-2,2,1,0,0,41,2,3,0
264,9289,12789880,4418,340,1,-2,-2,20,0,-2,1,1,1,5,3,1,1,1,4,1,1,3,1,8,2,1,1,-2,1,72,-2,2,0,1,42,1,4,0
264,9308,7313356,2550,911,2,-2,-2,10,0,-2,1,5,1,5,4,1,1,1,2,1,1,3,1,1,0,0,1,-2,2,-2,1,1,0,0,42,2,3,0
264,9344,10512332,4927,98,2,-2,-2,20,1,5,0,-2,0,-2,3,1,1,1,2,1,1,5,1,3,1,0,1,-2,-2,-2,-2,1,0,1,42,3,1,0
264,9388,8393979,2408,176,1,-2,-2,10,0,-2,1,1,2,5,3,0,1,1,4,1,2,0,1,4,1,0,1,-2,-2,-2,-2,0,0,0,41,3,4,0
264,9415,8877691,2460,891,1,-2,-2,40,1,5,0,-2,0,-2,4,0,1,1,3,1,1,4,1,1,1,0,1,-2,1,-2,-2,4,0,0,41,2,4,0
264,9471,6553043,2655,162,1,-2,-2,20,1,5,0,-2,0,-2,4,1,1,1,3,1,1,1,1,3,1,0,1,-2,-2,-2,-2,0,0,1,41,2,4,0
264,9493,4625841,5522,844,1,-2,-2,20,1,5,0,-2,0,-2,3,1,1,1,3,1,1,3,1,3,1,1,1,-2,1,72,-2,0,0,0,30,2,4,0
264,9499,7510476,1051,4573,1,-2,-2,10,1,5,0,-2,0,-2,5,1,0,1,3,1,2,3,1,3,1,0,1,-2,1,78,-2,3,0,0,30,2,4,2
264,9510,7264469,1696,459,2,-2,-2,20,0,-2,1,1,1,5,4,1,1,1,4,1,1,3,1,3,1,0,1,-2,-2,-2,-2,1,0,1,41,2,4,0
264,9527,7562500,1483,636,1,-2,-2,20,0,-2,1,1,1,5,4,1,1,1,3,1,1,2,1,3,2,0,1,-2,1,-2,-2,0,0,1,50,2,3,3
264,9556,7093982,1479,1649,1,-2,-2,20,1,1,0,-2,0,-2,4,1,1,1,3,1,1,8,1,5,3,0,1,-2,1,70,-2,6,0,1,42,1,4,3
264,9582,7264469,1525,831,1,-2,-2,20,0,-2,1,1,1,1,6,1,1,1,3,1,1,6,1,2,1,0,1,-2,3,-2,1,1,1,0,30,1,4,0
264,9644,7169307,1080,1251,1,-2,-2,10,1,1,0,-2,0,-2,3,1,1,1,3,1,2,2,1,4,1,0,0,1,2,-2,3,0,0,0,41,2,4,2
264,9661,10550900,2016,3449,1,-2,-2,10,1,1,0,-2,0,-2,4,1,1,1,4,1,1,4,1,4,2,0,1,-2,1,73,-2,1,0,0,20,3,4,3
